Date,Time,AP1,AP2,AP3,AP4,AP5,AV1,AV2,AV3,AV4,AV5,BP1,BP2,BP3,BP4,BP5,BV1,BV2,BV3,BV4,BV5
20122018,08:31:13:000000,284.44,284.45,284.46,284.47,284.48,900,500,1,800,300,284.41,284.4,284.39,284.38,284.37,900,1,100,300,925
20122018,08:31:14:000000,284.43,284.44,284.45,284.46,284.47,1,300,1,800,300,284.4,284.39,284.38,284.37,284.36,400,1,100,800,800
20122018,08:31:15:000000,284.44,284.45,284.46,284.47,284.48,900,500,1,600,300,284.42,284.41,284.4,284.39,284.38,100,900,600,300,800
20122018,08:31:16:000000,284.44,284.45,284.46,284.47,284.48,400,1,900,600,300,284.41,284.4,284.39,284.38,284.37,1,100,1,100,700
20122018,08:31:17:000000,284.46,284.47,284.48,284.49,284.5,400,1,600,300,300,284.43,284.42,284.41,284.4,284.39,500,1,100,300,300
20122018,08:31:18:000000,284.44,284.45,284.46,284.47,284.48,300,1,600,600,600,284.41,284.4,284.39,284.38,284.37,1,100,1,100,700
20122018,08:31:19:000000,284.44,284.45,284.46,284.47,284.48,800,1,600,600,600,284.41,284.4,284.39,284.38,284.37,600,1,100,300,300
20122018,08:31:20:000000,284.44,284.45,284.46,284.47,284.48,800,1,600,600,300,284.41,284.4,284.39,284.38,284.37,200,1,100,1,100
20122018,08:31:21:000000,284.43,284.44,284.45,284.46,284.47,800,1,600,600,600,284.41,284.4,284.39,284.38,284.37,100,600,1,100,300
20122018,08:31:22:000000,284.45,284.46,284.47,284.48,284.49,800,1,900,300,300,284.42,284.41,284.4,284.39,284.38,700,1,100,1,100
20122018,08:31:23:000000,284.39,284.4,284.41,284.42,284.43,1,300,1,600,300,284.37,284.36,284.35,284.34,284.33,100,400,1,100,800
20122018,08:31:24:000000,284.38,284.39,284.4,284.41,284.42,800,1,100,1,600,284.35,284.34,284.33,284.32,284.31,500,1,100,300,800
20122018,08:31:25:000000,284.39,284.4,284.41,284.42,284.43,600,1,900,600,300,284.36,284.35,284.34,284.33,284.32,1,100,900,800,300
20122018,08:31:26:000000,284.4,284.41,284.42,284.43,284.44,600,1,600,300,300,284.37,284.36,284.35,284.34,284.33,500,800,800,800,800
20122018,08:31:27:000000,284.4,284.41,284.42,284.43,284.44,900,500,1,600,300,284.38,284.37,284.36,284.35,284.34,100,900,600,300,800
20122018,08:31:28:000000,284.43,284.44,284.45,284.46,284.47,900,800,1,600,300,284.41,284.4,284.39,284.38,284.37,500,900,700,300,800
20122018,08:31:29:000000,284.53,284.54,284.55,284.56,284.57,1,900,300,300,200,284.5,284.49,284.48,284.47,284.46,200,1,100,1,100
20122018,08:31:30:000000,284.53,284.54,284.55,284.56,284.57,601,800,1,600,300,284.51,284.5,284.49,284.48,284.47,1,100,1,100,300
20122018,08:31:31:000000,284.53,284.54,284.55,284.56,284.57,1,300,1,300,300,284.51,284.5,284.49,284.48,284.47,200,1,100,600,300
20122018,08:31:32:000000,284.53,284.54,284.55,284.56,284.57,700,1,600,300,300,284.5,284.49,284.48,284.47,284.46,600,1,200,300,300
20122018,08:31:33:000000,284.56,284.57,284.58,284.59,284.6,600,1,900,300,300,284.53,284.52,284.51,284.5,284.49,1,100,1,100,300
20122018,08:31:34:000000,284.5,284.51,284.52,284.53,284.54,1,900,1,600,200,284.48,284.47,284.46,284.45,284.44,100,900,600,300,700
20122018,08:31:35:000000,284.49,284.5,284.51,284.52,284.53,300,1,100,1,600,284.47,284.46,284.45,284.44,284.43,100,900,500,300,300
20122018,08:31:36:000000,284.55,284.56,284.57,284.58,284.59,425,1,600,300,200,284.53,284.52,284.51,284.5,284.49,200,900,1,100,300
20122018,08:31:37:000000,284.57,284.58,284.59,284.6,284.61,900,1,600,300,300,284.54,284.53,284.52,284.51,284.5,1,100,1,100,300
20122018,08:31:38:000000,284.55,284.56,284.57,284.58,284.59,25,1,500,600,400,284.52,284.51,284.5,284.49,284.48,200,1,100,600,300
20122018,08:31:39:000000,284.51,284.52,284.53,284.54,284.55,1,800,1,600,600,284.48,284.47,284.46,284.45,284.44,400,1,100,300,700
20122018,08:31:40:000000,284.56,284.57,284.58,284.59,284.6,2,600,1,300,300,284.53,284.52,284.51,284.5,284.49,1,100,1,100,800
20122018,08:31:41:000000,284.52,284.53,284.54,284.55,284.56,300,1,800,500,1,284.49,284.48,284.47,284.46,284.45,400,1,100,300,800
20122018,08:31:42:000000,284.48,284.49,284.5,284.51,284.52,300,1,225,1,300,284.46,284.45,284.44,284.43,284.42,200,200,1,100,1
20122018,08:31:43:000000,284.49,284.5,284.51,284.52,284.53,500,1,100,1,600,284.47,284.46,284.45,284.44,284.43,100,500,1,100,300
20122018,08:31:44:000000,284.43,284.44,284.45,284.46,284.47,1,225,1,600,100,284.4,284.39,284.38,284.37,284.36,700,1,100,1,100
20122018,08:31:45:000000,284.46,284.47,284.48,284.49,284.5,400,1,300,300,425,284.43,284.42,284.41,284.4,284.39,300,1,100,1,100
20122018,08:31:46:000000,284.49,284.5,284.51,284.52,284.53,800,400,1,600,200,284.47,284.46,284.45,284.44,284.43,100,1,100,600,300
20122018,08:31:47:000000,284.49,284.5,284.51,284.52,284.53,1,100,1,600,200,284.47,284.46,284.45,284.44,284.43,100,700,1,100,1
20122018,08:31:48:000000,284.49,284.5,284.51,284.52,284.53,300,100,1,600,300,284.47,284.46,284.45,284.44,284.43,200,1,100,600,300
20122018,08:31:49:000000,284.48,284.49,284.5,284.51,284.52,300,1,100,1,500,284.45,284.44,284.43,284.42,284.41,400,1,100,800,300
20122018,08:31:50:000000,284.49,284.5,284.51,284.52,284.53,200,1,100,1,600,284.47,284.46,284.45,284.44,284.43,284,1,100,600,800
20122018,08:31:51:000000,284.49,284.5,284.51,284.52,284.53,400,1,100,1,600,284.48,284.47,284.46,284.45,284.44,204,100,1,100,600
20122018,08:31:52:000000,284.51,284.52,284.53,284.54,284.55,1,500,1,500,600,284.49,284.48,284.47,284.46,284.45,100,1,100,600,300
20122018,08:31:53:000000,284.52,284.53,284.54,284.55,284.56,700,1,600,600,300,284.49,284.48,284.47,284.46,284.45,100,1,100,600,300
20122018,08:31:54:000000,284.52,284.53,284.54,284.55,284.56,800,1,600,600,300,284.5,284.49,284.48,284.47,284.46,200,500,900,300,300
20122018,08:31:55:000000,284.52,284.53,284.54,284.55,284.56,300,1,600,600,300,284.49,284.48,284.47,284.46,284.45,1,100,1,100,300
20122018,08:31:56:000000,284.52,284.53,284.54,284.55,284.56,1,200,1,600,300,284.5,284.49,284.48,284.47,284.46,1,100,1,100,300
20122018,08:31:57:000000,284.53,284.54,284.55,284.56,284.57,300,1,600,300,300,284.5,284.49,284.48,284.47,284.46,1,100,1,100,300
20122018,08:31:58:000000,284.49,284.5,284.51,284.52,284.53,800,100,1,500,500,284.47,284.46,284.45,284.44,284.43,200,1,100,900,200
20122018,08:31:59:000000,284.51,284.52,284.53,284.54,284.55,500,100,1,500,200,284.48,284.47,284.46,284.45,284.44,400,1,100,1,100
20122018,08:32:00:000000,284.51,284.52,284.53,284.54,284.55,1,425,1,800,500,284.49,284.48,284.47,284.46,284.45,100,1,100,500,800
20122018,08:32:01:000000,284.45,284.46,284.47,284.48,284.49,800,300,1,800,300,284.42,284.41,284.4,284.39,284.38,500,1,100,800,200
20122018,08:32:02:000000,284.49,284.5,284.51,284.52,284.53,800,1,600,725,425,284.46,284.45,284.44,284.43,284.42,1,100,1,100,300
20122018,08:32:03:000000,284.48,284.49,284.5,284.51,284.52,100,1,900,800,600,284.45,284.44,284.43,284.42,284.41,600,900,500,800,300
20122018,08:32:04:000000,284.45,284.46,284.47,284.48,284.49,100,1,300,400,800,284.42,284.41,284.4,284.39,284.38,1,100,600,800,300
20122018,08:32:05:000000,284.42,284.43,284.44,284.45,284.46,100,1,400,800,800,284.4,284.39,284.38,284.37,284.36,200,400,1,100,1
20122018,08:32:06:000000,284.44,284.45,284.46,284.47,284.48,100,1,800,800,300,284.41,284.4,284.39,284.38,284.37,200,1,100,1,225
20122018,08:32:07:000000,284.4,284.41,284.42,284.43,284.44,900,600,300,800,925,284.37,284.36,284.35,284.34,284.33,625,1,500,1,600
20122018,08:32:08:000000,284.44,284.45,284.46,284.47,284.48,900,500,300,300,800,284.41,284.4,284.39,284.38,284.37,1,25,1,600,1
20122018,08:32:09:000000,284.46,284.47,284.48,284.49,284.5,100,1,800,800,700,284.43,284.42,284.41,284.4,284.39,900,1,725,700,300
20122018,08:32:10:000000,284.45,284.46,284.47,284.48,284.49,100,1,300,800,300,284.42,284.41,284.4,284.39,284.38,300,1,25,1,300
20122018,08:32:11:000000,284.4,284.41,284.42,284.43,284.44,1,100,1,300,300,284.38,284.37,284.36,284.35,284.34,225,925,1,25,425
20122018,08:32:12:000000,284.38,284.39,284.4,284.41,284.42,100,1,600,300,800,284.36,284.35,284.34,284.33,284.32,100,1,100,1,500
20122018,08:32:13:000000,284.38,284.39,284.4,284.41,284.42,100,1,425,300,300,284.35,284.34,284.33,284.32,284.31,1,400,600,300,300
20122018,08:32:14:000000,284.36,284.37,284.38,284.39,284.4,500,900,700,400,925,284.33,284.32,284.31,284.3,284.29,1,100,1,100,300
20122018,08:32:15:000000,284.32,284.33,284.34,284.35,284.36,200,1,800,800,800,284.29,284.28,284.27,284.26,284.25,425,900,800,300,300
20122018,08:32:16:000000,284.29,284.3,284.31,284.32,284.33,900,600,300,800,800,284.25,284.24,284.23,284.22,284.21,1,25,1,600,300
20122018,08:32:17:000000,284.28,284.29,284.3,284.31,284.32,900,100,1,300,800,284.25,284.24,284.23,284.22,284.21,1,25,1,525,1
20122018,08:32:18:000000,284.29,284.3,284.31,284.32,284.33,100,1,300,800,600,284.26,284.25,284.24,284.23,284.22,925,1,225,925,800
20122018,08:32:19:000000,284.3,284.31,284.32,284.33,284.34,500,1,300,300,300,284.28,284.27,284.26,284.25,284.24,300,900,1,100,800
20122018,08:32:20:000000,284.28,284.29,284.3,284.31,284.32,1,600,1,900,300,284.25,284.24,284.23,284.22,284.21,1,125,1,125,1
20122018,08:32:21:000000,284.3,284.31,284.32,284.33,284.34,100,1,800,300,300,284.28,284.27,284.26,284.25,284.24,100,425,1,100,425
